plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
61	A	1	3.011	standard	5	1	MoPrP16	TRUE	5	4.517	5	ULQ
61	A	2	3.006	standard	5	1	MoPrP16	TRUE	5	4.444	4.444	
61	A	3	0.145	sample	87488.1 Colon	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	A	4	0.157	sample	87488.1 Colon	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	A	5	0.164	sample	87488.1 Colon	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	A	6	0.156	sample	87488.1 Colon 	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	A	7	0.17	sample	87488.1 Colon 	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	A	8	0.167	sample	87488.1 Colon	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	A	9	0.263	sample	87488.1 Uterus	100	MoPrP16	TRUE	NA	2.407	2.407	
61	A	10	0.253	sample	87488.1 Uterus	100	MoPrP16	TRUE	NA	1.731	1.731	
61	A	11	0.456	sample	91831.1 Uterus	100	MoPrP16	TRUE	NA	11.611	11.611	
61	A	12	0.422	sample	91831.1 Uterus	100	MoPrP16	TRUE	NA	10.175	10.175	
61	B	1	2.635	standard	2	1	MoPrP16	TRUE	2	2.04	2.04	
61	B	2	2.747	standard	2	1	MoPrP16	TRUE	2	2.443	2.443	
61	B	3	0.559	sample	91831.1 Colon	100	MoPrP16	TRUE	NA	15.82	15.82	
61	B	4	0.547	sample	91831.1 Colon	100	MoPrP16	TRUE	NA	15.336	15.336	
61	B	5	0.485	sample	91831.1 Colon	50	MoPrP16	TRUE	NA	6.406	6.406	
61	B	6	0.45	sample	91831.1 Colon	50	MoPrP16	TRUE	NA	5.68	5.68	
61	B	7	0.772	sample	91831.1 Colon	25	MoPrP16	TRUE	NA	6.096	6.096	
61	B	8	0.779	sample	91831.1 Colon	25	MoPrP16	TRUE	NA	6.167	6.167	
61	B	9	0.254	sample	87488.1 Uterus	50	MoPrP16	TRUE	NA	0.901	0.901	
61	B	10	0.26	sample	87488.1 Uterus	50	MoPrP16	TRUE	NA	1.106	1.106	
61	B	11	0.475	sample	91831.1 Uterus	50	MoPrP16	TRUE	NA	6.2	6.2	
61	B	12	0.475	sample	91831.1 Uterus	50	MoPrP16	TRUE	NA	6.2	6.2	
61	C	1	1.756	standard	0.8	1	MoPrP16	TRUE	0.8	0.761	0.761	
61	C	2	1.724	standard	0.8	1	MoPrP16	TRUE	0.8	0.738	0.738	
61	C	3	0.164	sample	87488.1 Quad	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	C	4	0.147	sample	87488.1 Quad	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	C	5	0.155	sample	87488.1 Quad	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	C	6	0.165	sample	87488.1 Quad	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	C	7	0.172	sample	87488.1 Quad	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	C	8	0.176	sample	87488.1 Quad	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	C	9	0.224	sample	87488.1 Uterus	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	C	10	0.253	sample	87488.1 Uterus	25	MoPrP16	TRUE	NA	0.433	0.433	
61	C	11	0.574	sample	91831.1 Uterus	25	MoPrP16	TRUE	NA	4.106	4.106	
61	C	12	0.583	sample	91831.1 Uterus	25	MoPrP16	TRUE	NA	4.196	4.196	
61	D	1	0.979	standard	0.32	1	MoPrP16	TRUE	0.32	0.331	0.331	
61	D	2	1.007	standard	0.32	1	MoPrP16	TRUE	0.32	0.343	0.343	
61	D	3	0.225	sample	91831.1 Quad	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	D	4	0.232	sample	91831.1 Quad	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	D	5	0.299	sample	91831.1 Quad	50	MoPrP16	TRUE	NA	2.237	2.237	
61	D	6	0.298	sample	91831.1 Quad	50	MoPrP16	TRUE	NA	2.211	2.211	
61	D	7	0.394	sample	91831.1 Quad	25	MoPrP16	TRUE	NA	2.241	2.241	
61	D	8	0.386	sample	91831.1 Quad	25	MoPrP16	TRUE	NA	2.153	2.153	
61	D	9	0.184	sample	87488.1 Heart	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	D	10	0.174	sample	87488.1 Heart	100	MoPrP16	TRUE	NA	NA	5.12	LLQ
61	D	11	0.256	sample	91831.1 Heart	100	MoPrP16	TRUE	NA	1.942	1.942	
61	D	12	0.253	sample	91831.1 Heart	100	MoPrP16	TRUE	NA	1.731	1.731	
61	E	1	0.507	standard	0.128	1	MoPrP16	TRUE	0.128	0.137	0.137	
61	E	2	0.488	standard	0.128	1	MoPrP16	TRUE	0.128	0.129	0.129	
61	E	3	0.254	sample	87488.1 Spleen	100	MoPrP16	TRUE	NA	1.802	1.802	
61	E	4	0.277	sample	87488.1 Spleen	100	MoPrP16	TRUE	NA	3.26	3.26	
61	E	5	0.255	sample	87488.1 Spleen	50	MoPrP16	TRUE	NA	0.936	0.936	
61	E	6	0.242	sample	87488.1 Spleen	50	MoPrP16	TRUE	NA	0.426	0.426	
61	E	7	0.222	sample	87488.1 Spleen	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	E	8	0.228	sample	87488.1 Spleen	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	E	9	0.207	sample	87488.1 Heart	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	E	10	0.207	sample	87488.1 Heart	50	MoPrP16	TRUE	NA	NA	2.56	LLQ
61	E	11	0.358	sample	91831.1 Heart	50	MoPrP16	TRUE	NA	3.676	3.676	
61	E	12	0.344	sample	91831.1 Heart	50	MoPrP16	TRUE	NA	3.35	3.35	
61	F	1	0.288	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.039	0.039	
61	F	2	0.292	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.041	0.041	
61	F	3	0.393	sample	91831.1 Spleen	100	MoPrP16	TRUE	NA	8.92	8.92	
61	F	4	0.385	sample	91831.1 Spleen	100	MoPrP16	TRUE	NA	8.568	8.568	
61	F	5	0.429	sample	91831.1 Spleen	50	MoPrP16	TRUE	NA	5.237	5.237	
61	F	6	0.471	sample	91831.1 Spleen	50	MoPrP16	TRUE	NA	6.117	6.117	
61	F	7	0.441	sample	91831.1 Spleen	25	MoPrP16	TRUE	NA	2.745	2.745	
61	F	8	0.441	sample	91831.1 Spleen	25	MoPrP16	TRUE	NA	2.745	2.745	
61	F	9	0.214	sample	87488.1 Heart	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	F	10	0.211	sample	87488.1 Heart	25	MoPrP16	TRUE	NA	NA	1.28	LLQ
61	F	11	0.459	sample	91831.1 Heart	25	MoPrP16	TRUE	NA	2.934	2.934	
61	F	12	0.465	sample	91831.1 Heart	25	MoPrP16	TRUE	NA	2.996	2.996	
61	G	1	0.194	standard	0.02048	1	MoPrP16	TRUE	0.02048	NA	0.051	LLQ
61	G	2	0.191	standard	0.02048	1	MoPrP16	TRUE	0.02048	NA	0.051	LLQ
61	H	1	0.132	standard	0	1	MoPrP16	TRUE	0	NA	0.051	LLQ
61	H	2	0.122	standard	0	1	MoPrP16	FALSE	0	NA	0.051	LLQ
61	H	3	1.416	sample	MoQCPosHi	200	MoPrP16	TRUE	NA	108.673	108.673	
61	H	4	1.414	sample	MoQCPosHi	200	MoPrP16	TRUE	NA	108.451	108.451	
61	H	5	1.03	sample	MoQCPosMid	200	MoPrP16	TRUE	NA	70.576	70.576	
61	H	6	1.02	sample	MoQCPosMid	200	MoPrP16	TRUE	NA	69.691	69.691	
61	H	7	0.354	sample	MoQCPosLo	200	MoPrP16	TRUE	NA	14.334	14.334	
61	H	8	0.343	sample	MoQCPosLo	200	MoPrP16	TRUE	NA	13.308	13.308	
61	H	9	0.173	sample	MoNeg	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
61	H	10	0.184	sample	MoNeg	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
