plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
186	A	1	2.781	standard	5	1	MoPrP16	TRUE	5	5.149	5	ULQ
186	A	2	2.712	standard	5	1	MoPrP16	TRUE	5	4.86	4.86	
186	A	3	0.137	sample	VL23-01 1	100	MoPrP16	TRUE	NA	7.887	7.887	
186	A	4	0.132	sample	VL23-01 1	100	MoPrP16	TRUE	NA	7.183	7.183	
186	A	5	0.464	sample	VL23-01 9	100	MoPrP16	TRUE	NA	46.874	46.874	
186	A	6	0.451	sample	VL23-01 9	100	MoPrP16	TRUE	NA	45.392	45.392	
186	A	7	0.119	sample	VL23-01 5 + spin	100	MoPrP16	TRUE	NA	5.29	5.29	
186	A	8	0.117	sample	VL23-01 5 + spin	100	MoPrP16	TRUE	NA	4.988	4.988	
186	A	9	0.965	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	212.914	212.914	
186	A	10	0.966	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	213.168	213.168	
186	A	11	2.772	sample	x	200	MoPrP16	TRUE	NA	1021.923	1000	ULQ
186	A	12	2.81	sample	x	200	MoPrP16	TRUE	NA	1055.322	1000	ULQ
186	B	1	1.653	standard	2	1	MoPrP16	TRUE	2	2.083	2.083	
186	B	2	1.553	standard	2	1	MoPrP16	TRUE	2	1.913	1.913	
186	B	3	0.104	sample	VL23-01 2	100	MoPrP16	TRUE	NA	2.921	2.921	
186	B	4	0.11	sample	VL23-01 2	100	MoPrP16	TRUE	NA	3.901	3.901	
186	B	5	0.191	sample	VL23-01 10	100	MoPrP16	TRUE	NA	14.98	14.98	
186	B	6	0.185	sample	VL23-01 10	100	MoPrP16	TRUE	NA	14.223	14.223	
186	B	7	0.099	sample	VL23-01 6 + spin	100	MoPrP16	TRUE	NA	2.052	5.12	LLQ
186	B	8	0.095	sample	VL23-01 6 + spin	100	MoPrP16	TRUE	NA	1.3	5.12	LLQ
186	B	9	0.541	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	111.337	111.337	
186	B	10	0.522	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	106.987	106.987	
186	B	11	1.558	sample	x	200	MoPrP16	TRUE	NA	384.207	384.207	
186	B	12	1.601	sample	x	200	MoPrP16	TRUE	NA	398.663	398.663	
186	C	1	0.768	standard	0.8	1	MoPrP16	TRUE	0.8	0.822	0.822	
186	C	2	0.743	standard	0.8	1	MoPrP16	TRUE	0.8	0.792	0.792	
186	C	3	0.123	sample	VL23-01 3	100	MoPrP16	TRUE	NA	5.884	5.884	
186	C	4	0.119	sample	VL23-01 3	100	MoPrP16	TRUE	NA	5.29	5.29	
186	C	5	0.448	sample	VL23-01 11	100	MoPrP16	TRUE	NA	45.05	45.05	
186	C	6	0.433	sample	VL23-01 11	100	MoPrP16	TRUE	NA	43.34	43.34	
186	C	7	0.409	sample	VL23-01 7 + spin	100	MoPrP16	TRUE	NA	40.603	40.603	
186	C	8	0.405	sample	VL23-01 7 + spin	100	MoPrP16	TRUE	NA	40.147	40.147	
186	C	9	0.223	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	37.859	37.859	
186	C	10	0.225	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	38.345	38.345	
186	C	11	0.725	sample	x	200	MoPrP16	TRUE	NA	154.115	154.115	
186	C	12	0.721	sample	x	200	MoPrP16	TRUE	NA	153.169	153.169	
186	D	1	0.304	standard	0.32	1	MoPrP16	TRUE	0.32	0.285	0.285	
186	D	2	0.345	standard	0.32	1	MoPrP16	TRUE	0.32	0.333	0.333	
186	D	3	0.099	sample	VL23-01 4	100	MoPrP16	TRUE	NA	2.052	5.12	LLQ
186	D	4	0.1	sample	VL23-01 4	100	MoPrP16	TRUE	NA	2.231	5.12	LLQ
186	D	5	0.132	sample	VL23-01 12	100	MoPrP16	TRUE	NA	7.183	7.183	
186	D	6	0.133	sample	VL23-01 12	100	MoPrP16	TRUE	NA	7.325	7.325	
186	D	7	0.229	sample	VL23-01 8 + spin	100	MoPrP16	TRUE	NA	19.657	19.657	
186	D	8	0.231	sample	VL23-01 8 + spin	100	MoPrP16	TRUE	NA	19.899	19.899	
186	D	9	0.144	sample	Mo Pos Neg QC	200	MoPrP16	TRUE	NA	17.706	17.706	
186	D	10	0.143	sample	Mo Pos Neg QC	200	MoPrP16	TRUE	NA	17.433	17.433	
186	D	11	0.345	sample	x	200	MoPrP16	TRUE	NA	66.55	66.55	
186	D	12	0.332	sample	x	200	MoPrP16	TRUE	NA	63.553	63.553	
186	E	1	0.182	standard	0.128	1	MoPrP16	TRUE	0.128	0.138	0.138	
186	E	2	0.179	standard	0.128	1	MoPrP16	TRUE	0.128	0.135	0.135	
186	E	3	0.119	sample	VL23-01 5	100	MoPrP16	TRUE	NA	5.29	5.29	
186	E	4	0.118	sample	VL23-01 5	100	MoPrP16	TRUE	NA	5.139	5.139	
186	E	5	0.135	sample	VL23-01 1 + spin	100	MoPrP16	TRUE	NA	7.607	7.607	
186	E	6	0.134	sample	VL23-01 1 + spin	100	MoPrP16	TRUE	NA	7.466	7.466	
186	E	7	0.404	sample	VL23-01 9 + spin	100	MoPrP16	TRUE	NA	40.033	40.033	
186	E	8	0.413	sample	VL23-01 9 + spin	100	MoPrP16	TRUE	NA	41.06	41.06	
186	E	9	0.817	sample	x	200	MoPrP16	TRUE	NA	176.164	176.164	
186	E	10	0.806	sample	x	200	MoPrP16	TRUE	NA	173.498	173.498	
186	E	11	0.182	sample	x	200	MoPrP16	TRUE	NA	27.686	27.686	
186	E	12	0.175	sample	x	200	MoPrP16	TRUE	NA	25.898	25.898	
186	F	1	0.117	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.05	0.05	
186	F	2	0.116	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.048	0.048	
186	F	3	0.105	sample	VL23-01 6	100	MoPrP16	TRUE	NA	3.089	3.089	
186	F	4	0.106	sample	VL23-01 6	100	MoPrP16	TRUE	NA	3.254	3.254	
186	F	5	0.098	sample	VL23-01 2 + spin	100	MoPrP16	TRUE	NA	1.87	5.12	LLQ
186	F	6	0.094	sample	VL23-01 2 + spin	100	MoPrP16	TRUE	NA	1.099	5.12	LLQ
186	F	7	0.165	sample	VL23-01 10 + spin	100	MoPrP16	TRUE	NA	11.655	11.655	
186	F	8	0.164	sample	VL23-01 10 + spin	100	MoPrP16	TRUE	NA	11.524	11.524	
186	F	9	0.484	sample	x	200	MoPrP16	TRUE	NA	98.309	98.309	
186	F	10	0.486	sample	x	200	MoPrP16	TRUE	NA	98.765	98.765	
186	F	11	0.122	sample	x	200	MoPrP16	TRUE	NA	11.473	11.473	
186	F	12	0.118	sample	x	200	MoPrP16	TRUE	NA	10.278	10.278	
186	G	1	0.087	standard	0.02048	1	MoPrP16	TRUE	0.02048	NA	0.051	LLQ
186	G	2	0.093	standard	0.02048	1	MoPrP16	TRUE	0.02048	0.009	0.051	LLQ
186	G	3	0.505	sample	VL23-01 7	100	MoPrP16	TRUE	NA	51.551	51.551	
186	G	4	0.503	sample	VL23-01 7	100	MoPrP16	TRUE	NA	51.323	51.323	
186	G	5	0.112	sample	VL23-01 3 + spin	100	MoPrP16	TRUE	NA	4.217	4.217	
186	G	6	0.116	sample	VL23-01 3 + spin	100	MoPrP16	TRUE	NA	4.836	4.836	
186	G	7	0.298	sample	VL23-01 11 + spin	100	MoPrP16	TRUE	NA	27.834	27.834	
186	G	8	0.304	sample	VL23-01 11 + spin	100	MoPrP16	TRUE	NA	28.533	28.533	
186	G	9	0.223	sample	x	200	MoPrP16	TRUE	NA	37.859	37.859	
186	G	10	0.22	sample	x	200	MoPrP16	TRUE	NA	37.129	37.129	
186	G	11	0.093	sample	x	200	MoPrP16	TRUE	NA	1.78	10.24	LLQ
186	G	12	0.094	sample	x	200	MoPrP16	TRUE	NA	2.197	10.24	LLQ
186	H	1	0.07	standard	0	1	MoPrP16	FALSE	0	NA	0.051	LLQ
186	H	2	0.071	standard	0	1	MoPrP16	TRUE	0	NA	0.051	LLQ
186	H	3	0.254	sample	VL23-01 8	100	MoPrP16	TRUE	NA	22.656	22.656	
186	H	4	0.254	sample	VL23-01 8	100	MoPrP16	TRUE	NA	22.656	22.656	
