plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
214	A	1	2.7733	standard	5	1	MoPrP18_Bi8H4020	TRUE	NA	4.768	4.768	
214	A	2	2.8389	standard	5	1	MoPrP18_Bi8H4020	TRUE	NA	5.295	5	ULQ
214	A	3	2.7356	standard	5	1	MoPrP18_Bi8H4019	TRUE	5	5.076	5	ULQ
214	A	4	2.7212	standard	5	1	MoPrP18_Bi8H4019	TRUE	5	4.964	4.964	
214	A	5	0.2969	sample	123672.4	200	MoPrP18_Bi8H4020	TRUE	NA	26.051	26.051	
214	A	6	0.2646	sample	123672.4	200	MoPrP18_Bi8H4020	TRUE	NA	22.809	22.809	
214	A	7	0.3224	sample	120978.1	200	MoPrP18_Bi8H4020	TRUE	NA	28.646	28.646	
214	A	8	0.3516	sample	120978.1	200	MoPrP18_Bi8H4020	TRUE	NA	31.658	31.658	
214	A	9	0.6513	sample	71636.2	200	MoPrP18_Bi8H4020	TRUE	NA	65.493	65.493	
214	A	10	0.6567	sample	71636.2	200	MoPrP18_Bi8H4020	TRUE	NA	66.159	66.159	
214	A	11	0.4276	sample	MoPosHiQC	200	MoPrP18_Bi8H4020	TRUE	NA	39.71	39.71	
214	A	12	0.3838	sample	MoPosHiQC	200	MoPrP18_Bi8H4020	TRUE	NA	35.031	35.031	
214	B	1	2.0265	standard	2	1	MoPrP18_Bi8H4020	TRUE	NA	1.862	1.862	
214	B	2	2.1375	standard	2	1	MoPrP18_Bi8H4020	TRUE	NA	2.108	2.108	
214	B	3	1.9698	standard	2	1	MoPrP18_Bi8H4019	TRUE	2	1.962	1.962	
214	B	4	1.9886	standard	2	1	MoPrP18_Bi8H4019	TRUE	2	2.002	2.002	
214	B	5	0.2891	sample	125068.1	200	MoPrP18_Bi8H4020	TRUE	NA	25.264	25.264	
214	B	6	0.2605	sample	125068.1	200	MoPrP18_Bi8H4020	TRUE	NA	22.401	22.401	
214	B	7	0.2779	sample	122956.3	200	MoPrP18_Bi8H4020	TRUE	NA	24.138	24.138	
214	B	8	0.3377	sample	122956.3	200	MoPrP18_Bi8H4020	TRUE	NA	30.219	30.219	
214	B	9	0.3875	sample	73523.4	200	MoPrP18_Bi8H4020	TRUE	NA	35.422	35.422	
214	B	10	0.3723	sample	73523.4	200	MoPrP18_Bi8H4020	TRUE	NA	33.82	33.82	
214	B	11	0.1886	sample	MoPosMidQC	200	MoPrP18_Bi8H4020	TRUE	NA	15.358	15.358	
214	B	12	0.1793	sample	MoPosMidQC	200	MoPrP18_Bi8H4020	TRUE	NA	14.462	14.462	
214	C	1	1.2755	standard	0.8	1	MoPrP18_Bi8H4020	TRUE	NA	0.807	0.807	
214	C	2	1.2886	standard	0.8	1	MoPrP18_Bi8H4020	TRUE	NA	0.82	0.82	
214	C	3	1.1965	standard	0.8	1	MoPrP18_Bi8H4019	TRUE	0.8	0.838	0.838	
214	C	4	1.1456	standard	0.8	1	MoPrP18_Bi8H4019	TRUE	0.8	0.788	0.788	
214	C	5	0.9259	sample	123676.1	400	MoPrP18_Bi8H4020	TRUE	NA	204.946	204.946	
214	C	6	0.8443	sample	123676.1	400	MoPrP18_Bi8H4020	TRUE	NA	181.539	181.539	
214	C	7	0.3482	sample	124877.1	200	MoPrP18_Bi8H4020	TRUE	NA	31.305	31.305	
214	C	8	0.3534	sample	124877.1	200	MoPrP18_Bi8H4020	TRUE	NA	31.845	31.845	
214	C	9	0.3768	sample	72829.2	200	MoPrP18_Bi8H4020	TRUE	NA	34.293	34.293	
214	C	10	0.3627	sample	72829.2	200	MoPrP18_Bi8H4020	TRUE	NA	32.814	32.814	
214	C	11	0.0901	sample	MoPosLoQC	200	MoPrP18_Bi8H4020	TRUE	NA	5.987	5.987	
214	C	12	0.0763	sample	MoPosLoQC	200	MoPrP18_Bi8H4020	TRUE	NA	4.687	4.687	
214	D	1	0.6195	standard	0.32	1	MoPrP18_Bi8H4020	TRUE	NA	0.308	0.308	
214	D	2	0.6367	standard	0.32	1	MoPrP18_Bi8H4020	TRUE	NA	0.319	0.319	
214	D	3	0.5455	standard	0.32	1	MoPrP18_Bi8H4019	TRUE	0.32	0.313	0.313	
214	D	4	0.5498	standard	0.32	1	MoPrP18_Bi8H4019	TRUE	0.32	0.316	0.316	
214	D	5	0.8249	sample	118409.4	400	MoPrP18_Bi8H4020	TRUE	NA	176.163	176.163	
214	D	6	0.9097	sample	118409.4	400	MoPrP18_Bi8H4020	TRUE	NA	200.193	200.193	
214	D	7	0.3521	sample	124878.3	200	MoPrP18_Bi8H4020	TRUE	NA	31.71	31.71	
