plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
216	A	1	2.2702	standard	5	1	MoPrP16	TRUE	5	4.758	4.758	
216	A	2	2.3819	standard	5	1	MoPrP16	TRUE	5	5.254	5	ULQ
216	A	3	1.5854	sample	105264.1	400	MoPrP16	TRUE	NA	1035.209	1035.209	
216	A	4	1.5143	sample	105264.1	400	MoPrP16	TRUE	NA	968.283	968.283	
216	A	5	0.9259	sample	139181.1	200	MoPrP16	TRUE	NA	255.807	255.807	
216	A	6	0.852	sample	139181.1	200	MoPrP16	TRUE	NA	231.805	231.805	
216	A	7	0.3731	sample	129737.2	200	MoPrP16	TRUE	NA	92.077	92.077	
216	A	8	0.3894	sample	129737.2	200	MoPrP16	TRUE	NA	96.506	96.506	
216	A	9	0.5042	sample	75322.2	200	MoPrP16	TRUE	NA	128.172	128.172	
216	A	10	0.4821	sample	75322.2	200	MoPrP16	TRUE	NA	122.002	122.002	
216	A	11	0.3602	sample	PosHiQC	200	MoPrP16	TRUE	NA	88.581	88.581	
216	A	12	0.342	sample	PosHiQC	200	MoPrP16	TRUE	NA	83.662	83.662	
216	B	1	1.2872	standard	2	1	MoPrP16	TRUE	2	1.934	1.934	
216	B	2	1.3545	standard	2	1	MoPrP16	TRUE	2	2.071	2.071	
216	B	3	1.3196	sample	105266.1	400	MoPrP16	TRUE	NA	799.854	799.854	
216	B	4	1.3311	sample	105266.1	400	MoPrP16	TRUE	NA	809.254	809.254	
216	B	5	0.8333	sample	139181.3	200	MoPrP16	TRUE	NA	225.858	225.858	
216	B	6	0.7321	sample	139181.3	200	MoPrP16	TRUE	NA	194.49	194.49	
216	B	7	0.6263	sample	136314.3	200	MoPrP16	TRUE	NA	163.034	163.034	
216	B	8	0.6828	sample	136314.3	200	MoPrP16	TRUE	NA	179.674	179.674	
216	B	9	0.3616	sample	73542.4	200	MoPrP16	TRUE	NA	88.96	88.96	
216	B	10	0.335	sample	73542.4	200	MoPrP16	TRUE	NA	81.774	81.774	
216	B	11	0.1919	sample	PosMidQC	200	MoPrP16	TRUE	NA	43.32	43.32	
