sample	standard_curve	ngml_av	se_mean	flag
105264.1	MoPrP16	1001.746	33.463	
105266.1	MoPrP16	804.554	4.7	
118409.1	MoPrP16	605.133	7.528	
118411.1	MoPrP16	527.708	5.748	
120978.4	MoPrP16	101.019	2.089	
121893.1	MoPrP16	84.906	2.917	
121932.1	MoPrP16	111.536	0.276	
121933.1	MoPrP16	78.649	1.777	
122957.1	MoPrP16	96.002	0.285	
123102.2	MoPrP16	75.19	0.174	
123672.5	MoPrP16	84.904	1.053	
124014.1	MoPrP16	644.955	3.565	
124878.1	MoPrP16	91.684	0.258	
125068.2	MoPrP16	76.253	1.264	
125260.2	MoPrP16	86.676	2.123	
129737.2	MoPrP16	94.292	2.215	
135397.3	MoPrP16	85.91	4.784	
135398.2	MoPrP16	45.987	3.073	
136314.3	MoPrP16	171.354	8.32	
136315.2	MoPrP16	250.317	8.769	
137209.2	MoPrP16	143.396	3.132	
138081.1	MoPrP16	73.93	4.26	
139178.1	MoPrP16	161.055	0.64	
139181.1	MoPrP16	243.806	12.001	
139181.3	MoPrP16	210.174	15.684	
139186.3	MoPrP16	175.911	7.731	
139195.2	MoPrP16	95.581	0.734	
139200.1	MoPrP16	231.534	0.431	
139200.2	MoPrP16	240.778	8.812	
139202.1	MoPrP16	80.358	0.58	
140488.1	MoPrP16	172.762	7.568	
71636.4	MoPrP16	154.354	5.422	
72808.1	MoPrP16	186.091	5.642	
73542.4	MoPrP16	85.367	3.593	
73956.1	MoPrP16	678.456	28.183	
75322.2	MoPrP16	125.087	3.085	
Neg	MoPrP16	7.044	0.487	
PosHiQC	MoPrP16	86.122	2.459	
PosLoQC	MoPrP16	18.785	0.356	
PosMidQC	MoPrP16	42.901	0.419	
