plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
58	A	1	2.378	standard	5	1	MoPrp16	TRUE	5	5.934	5	ULQ
58	A	2	2.226	standard	5	1	MoPrp16	TRUE	5	4.311	4.311	
58	A	3	0.155	sample	KO brain	100	MoPrp16	TRUE	NA	13.273	13.273	
58	A	4	0.164	sample	KO brain	100	MoPrp16	TRUE	NA	14.16	14.16	
58	A	5	0.06	sample	KO quad	100	MoPrp16	FALSE	NA	1.983	5.12	LLQ
58	A	6	0.071	sample	KO quad	100	MoPrp16	TRUE	NA	3.725	5.12	LLQ
58	A	7	0.082	sample	KO heart	100	MoPrp16	TRUE	NA	5.225	5.12	LLQ
58	A	8	0.08	sample	KO heart	100	MoPrp16	TRUE	NA	4.964	5.12	LLQ
58	A	9	0.13	sample	KO lung	100	MoPrp16	TRUE	NA	10.726	10.726	
58	A	10	0.131	sample	KO lung	100	MoPrp16	TRUE	NA	10.831	10.831	
58	A	11	0.176	sample	KO liver 	100	MoPrp16	TRUE	NA	15.323	15.323	
58	A	12	0.175	sample	KO liver 	100	MoPrp16	TRUE	NA	15.227	15.227	
58	B	1	1.725	standard	2	1	MoPrp16	TRUE	2	2.118	2.118	
58	B	2	1.629	standard	2	1	MoPrp16	TRUE	2	1.894	1.894	
58	B	3	0.817	sample	WT brain 	100	MoPrp16	TRUE	NA	73.323	73.323	
58	B	4	0.82	sample	WT brain 	100	MoPrp16	TRUE	NA	73.622	73.622	
58	B	5	0.128	sample	WT quad 	100	MoPrp16	TRUE	NA	10.516	10.516	
58	B	6	0.129	sample	WT quad 	100	MoPrp16	TRUE	NA	10.621	10.621	
58	B	7	0.114	sample	WT heart	100	MoPrp16	TRUE	NA	9.009	9.009	
58	B	8	0.123	sample	WT heart	100	MoPrp16	TRUE	NA	9.985	9.985	
58	B	9	0.288	sample	WT lung 	100	MoPrp16	TRUE	NA	25.534	25.534	
58	B	10	0.304	sample	WT lung 	100	MoPrp16	TRUE	NA	26.94	26.94	
58	B	11	0.203	sample	WT liver 	100	MoPrp16	TRUE	NA	17.873	17.873	
58	B	12	0.211	sample	WT liver 	100	MoPrp16	TRUE	NA	18.615	18.615	
58	C	1	0.87	standard	0.8	1	MoPrp16	TRUE	0.8	0.787	0.787	
58	C	2	0.888	standard	0.8	1	MoPrp16	TRUE	0.8	0.806	0.806	
58	C	3	0.071	sample	KO colon 	100	MoPrp16	TRUE	NA	3.725	5.12	LLQ
58	C	4	0.068	sample	KO colon 	100	MoPrp16	TRUE	NA	3.283	5.12	LLQ
58	C	5	0.12	sample	KO spleen	100	MoPrp16	TRUE	NA	9.663	9.663	
58	C	6	0.121	sample	KO spleen	100	MoPrp16	TRUE	NA	9.77	9.77	
58	C	7	0.101	sample	KO uterus	100	MoPrp16	TRUE	NA	7.543	7.543	
58	C	8	0.104	sample	KO uterus	100	MoPrp16	TRUE	NA	7.888	7.888	
58	C	9	0.138	sample	KO lymph 	100	MoPrp16	TRUE	NA	11.557	11.557	
58	C	10	0.14	sample	KO lymph 	100	MoPrp16	TRUE	NA	11.762	11.762	
58	C	11	0.187	sample	KO kidney 	100	MoPrp16	TRUE	NA	16.372	16.372	
58	C	12	0.185	sample	KO kidney 	100	MoPrp16	TRUE	NA	16.182	16.182	
58	D	1	0.373	standard	0.32	1	MoPrp16	TRUE	0.32	0.329	0.329	
58	D	2	0.373	standard	0.32	1	MoPrp16	TRUE	0.32	0.329	0.329	
58	D	3	0.205	sample	WT colon 	100	MoPrp16	TRUE	NA	18.059	18.059	
58	D	4	0.204	sample	WT colon 	100	MoPrp16	TRUE	NA	17.966	17.966	
58	D	5	0.191	sample	WT spleen	100	MoPrp16	TRUE	NA	16.75	16.75	
58	D	6	0.174	sample	WT spleen 	100	MoPrp16	TRUE	NA	15.131	15.131	
58	D	7	0.178	sample	WT uterus 	100	MoPrp16	TRUE	NA	15.515	15.515	
58	D	8	0.184	sample	WT uterus 	100	MoPrp16	TRUE	NA	16.087	16.087	
58	D	9	0.196	sample	WT lymph	100	MoPrp16	TRUE	NA	17.22	17.22	
58	D	10	0.197	sample	WT lymph	100	MoPrp16	TRUE	NA	17.313	17.313	
58	D	11	0.149	sample	WT kidney 	100	MoPrp16	TRUE	NA	12.674	12.674	
58	D	12	0.144	sample	WT kidney 	100	MoPrp16	TRUE	NA	12.169	12.169	
58	E	1	0.125	standard	0.128	1	MoPrp16	TRUE	0.128	0.102	0.102	
58	E	2	0.14	standard	0.128	1	MoPrp16	TRUE	0.128	0.118	0.118	
58	E	3	0.069	sample	KO stomach 	100	MoPrp16	TRUE	NA	3.432	5.12	LLQ
58	E	4	0.078	sample	KO stomach 	100	MoPrp16	TRUE	NA	4.698	5.12	LLQ
58	E	5	0.07	sample	KO femur	100	MoPrp16	TRUE	NA	3.58	5.12	LLQ
58	E	6	0.066	sample	KO femur	100	MoPrp16	TRUE	NA	2.977	5.12	LLQ
58	E	7	0.059	sample	KO skin 	100	MoPrp16	FALSE	NA	1.801	5.12	LLQ
58	E	8	0.063	sample	KO skin 	100	MoPrp16	TRUE	NA	2.496	5.12	LLQ
58	E	9	0.059	sample	KO sciatic 	100	MoPrp16	FALSE	NA	1.801	5.12	LLQ
58	E	10	0.06	sample	KO sciatic 	100	MoPrp16	FALSE	NA	1.983	5.12	LLQ
58	E	11	0.15	sample	KO blood 	100	MoPrp16	TRUE	NA	12.774	12.774	
58	E	12	0.153	sample	KO blood 	100	MoPrp16	TRUE	NA	13.074	13.074	
58	F	1	0.092	standard	0.0512	1	MoPrp16	TRUE	0.0512	0.065	0.065	
58	F	2	0.09	standard	0.0512	1	MoPrp16	TRUE	0.0512	0.062	0.051	LLQ
58	F	3	0.14	sample	WT stomach 	100	MoPrp16	TRUE	NA	11.762	11.762	
58	F	4	0.134	sample	WT stomach 	100	MoPrp16	TRUE	NA	11.143	11.143	
58	F	5	0.112	sample	WT femur 	100	MoPrp16	TRUE	NA	8.788	8.788	
58	F	6	0.116	sample	WT femur 	100	MoPrp16	TRUE	NA	9.228	9.228	
58	F	7	0.067	sample	WT skin 	100	MoPrp16	TRUE	NA	3.131	5.12	LLQ
58	F	8	0.071	sample	WT skin 	100	MoPrp16	TRUE	NA	3.725	5.12	LLQ
58	F	9	0.079	sample	WT sciatic 	100	MoPrp16	TRUE	NA	4.832	5.12	LLQ
58	F	10	0.076	sample	WT sciatic 	100	MoPrp16	TRUE	NA	4.427	5.12	LLQ
58	F	11	0.272	sample	WT blood 	100	MoPrp16	TRUE	NA	24.121	24.121	
58	F	12	0.273	sample	WT blood 	100	MoPrp16	TRUE	NA	24.209	24.209	
58	G	1	0.061	standard	0	1	MoPrp16	FALSE	0	0.022	0.051	LLQ
58	G	2	0.062	standard	0	1	MoPrp16	TRUE	0	0.023	0.051	LLQ
58	G	3	0.71	sample	New Mo Pos Hi QC	200	MoPrp16	TRUE	NA	125.914	125.914	
58	G	4	0.692	sample	New Mo Pos Hi QC	200	MoPrp16	TRUE	NA	122.536	122.536	
58	G	5	0.5	sample	New Mo Pos Mid QC	200	MoPrp16	TRUE	NA	87.929	87.929	
58	G	6	0.508	sample	New Mo Pos Mid QC	200	MoPrp16	TRUE	NA	89.331	89.331	
58	G	7	0.136	sample	New Mo Pos Lo QC	200	MoPrp16	TRUE	NA	22.701	22.701	
58	G	8	0.135	sample	New Mo Pos Lo QC	200	MoPrp16	TRUE	NA	22.494	22.494	
58	G	9	0.069	sample	New Mo Neg	200	MoPrp16	TRUE	NA	6.865	10.24	LLQ
58	G	10	0.064	sample	New Mo Neg	200	MoPrp16	TRUE	NA	5.319	10.24	LLQ
58	G	11	0.106	sample	KO plasma	100	MoPrp16	TRUE	NA	8.116	8.116	
58	G	12	0.109	sample	KO plasma	100	MoPrp16	TRUE	NA	8.454	8.454	
58	H	3	0.722	sample	Mo Pos Hi QC	200	MoPrp16	TRUE	NA	128.183	128.183	
58	H	4	0.702	sample	Mo Pos Hi QC	200	MoPrp16	TRUE	NA	124.409	124.409	
58	H	5	0.395	sample	Mo Pos Mid QC	200	MoPrp16	TRUE	NA	69.688	69.688	
58	H	6	0.383	sample	Mo Pos Mid QC	200	MoPrp16	TRUE	NA	67.611	67.611	
58	H	7	0.144	sample	Mo Pos Lo QC	200	MoPrp16	TRUE	NA	24.339	24.339	
58	H	8	0.141	sample	Mo Pos Lo QC	200	MoPrp16	TRUE	NA	23.728	23.728	
58	H	9	0.075	sample	Mo Neg	200	MoPrp16	TRUE	NA	8.58	10.24	LLQ
