gene	cortex	cerebellum
Ppib	5.66573672677649	6.30154801400296
Wars	5.66754310386711	6.21730592041785
Map1lc3a	5.67099030396236	5.56709314050376
Lrrc4b	5.67403634410371	NA
Actr1b	5.67962347691357	6.51998635390247
Agpat3	5.6906211740971004	6.44751974131117
Rab21	5.69098414931158	5.41785989349753
Ddhd2	5.69222741232907	5.50152680087761
Pa2g4	5.70212978089541	6.59421292501391
Psmc5	5.70243915680258	5.09834085096794
Mat2b	5.70597178047362	7.6446044423825
Gabrg2	5.70602544664613	NA
Myh9	5.70678471428071	5.20732173442666
Lamtor3	5.70777180183673	5.65634235924466
Naa15	5.71470134550222	6.21420726400031
Vcam1	5.71999207879989	5.54890143606107
Ppp2ca	5.72469332622751	5.24709823340901
Prmt1	5.72548402413419	4.73140120110733
Snx27	5.72895386580334	6.39657778387263
Ola1	5.7304087688479	7.0179376770137
Pdia6	5.73712081360103	5.45558990167066
Dgkb	5.7419764795419	NA
Ide	5.74411031635894	5.30575596133239
Hsd17b12	5.75437368386628	6.49573480824117
Gabrb2	5.75530036146374	7.21215339938787
Pik3c3	5.75592060633895	9.11091119764327
Rab4b	5.75762526250437	6.15780097008172
Ube2d3	5.76208011090879	5.83352836251477
Dync1i2	5.76561436273222	6.24412987527956
Hprt1	5.77532174061801	6.27051184132351
Mpdu1	5.77542052062182	11.8524322397219
Psmd11	5.77632941360648	5.08679514472744
Tollip	5.78471416662205	4.39246998165462
Rnh1	5.78516812923042	6.15167252943524
Pdia3	5.78860405555339	6.328164893356
Inpp4a	5.7904689585218	6.74554993080972
Jup	5.794109721005	4.3976723957593
Wdr61	5.79562115010806	7.90578972686645
Eif4h	5.79583489459121	4.61960788708696
Gsk3b	5.81137870639235	5.37471579991501
Clasp2	5.81141056844865	4.78005775432537
Myo5a	5.81562497701688	7.30499979153434
Hspa1b	5.81828747423076	6.53371157327252
Canx	5.81871672040992	6.33004270917413
Chmp3	5.8279933404094	NA
Taok2	5.83088075805479	NA
Rab3gap2	5.83272711100868	4.9848758062457
Ptprj	5.8338488265501	5.95947224323883
Hdgfl2	5.83963322357112	13.3634362089787
Fam213a	5.84139585831257	6.25930373198435
P4hb	5.84476774683029	6.74064334494162
Lrrc47	5.84560122898829	NA
Arhgef2	5.84589885105825	3.62439382157261
Faah	5.85060903419257	8.17189632344797
Pfdn6	5.85395270414018	5.49164534026634
Rab12	5.85750237242067	6.45839229407411
Gucy1b1	5.85877716185546	7.09842218348912
Psmd3	5.86067434851886	5.86311670726372
Arl6	5.86537702284536	6.28881873582161
Aldoc	5.87265478249313	5.18727162746093
Agap1	5.87495855878112	5.79681789875129
Rab24	5.87825307432049	7.7648475393004
Gabra3	5.88140937734903	NA
Cisd2	5.88225851320302	8.52918355884233
Pgrmc1	5.88829271601317	5.46222053589948
Gmps	5.88849329966426	6.07228035506722
Mink1	5.89714969406225	4.70612611509518
Actr10	5.89762456120623	7.28009930391302
Ptprs	5.89794691292493	NA
Neo1	5.90178709785112	3.92569142102908
Nudt5	5.90732575115953	5.95175900499316
Gsk3a	5.9092955670951	5.28720704876249
Camk1d	5.90992145998676	5.72905783819876
Gabra1	5.91486792095918	5.99753468889027
Carm1	5.9149144201616	NA
Ppp5c	5.91520800250647	6.98299290459088
Nbea	5.92261176596105	5.01210749471719
Atp2a2	5.92326728037742	5.84062012601034
Dgke	5.93441189892023	8.7785996816972
Calr	5.93644688396148	6.56183702991658
Rpl38	5.9401577458196	5.60834712317132
Trappc5	5.94688095330678	5.58407895158403
Fkbp4	5.94690612723886	6.5402709058966
Cep170b	5.94886440887301	6.20412168432696
Smyd5	5.95911303471858	NA
Ncald	5.95914789180449	6.98352798661169
Ddx19a	5.96115519941408	6.57486955806118
Tmod1	5.96187625574279	NA
Erp29	5.96589767499668	9.10322665211265
Tnpo3	5.9659612414103	7.15347230721413
Grin1	5.97274247514687	7.46437282738295
Pak2	5.9817707401574	5.13922593031926
Rpl10	5.98184367657238	8.68145345567368
Sec31a	5.98250662892971	5.68752217202
Cct8	5.98295280684412	6.57283199813672
Rraga	5.98363556427078	NA
Mff	5.98463367291297	5.52678529155324
Arhgap35	5.98794054338195	4.66452172105292
Arfgef1	5.99061442249806	6.23971558197143
Abraxas2	5.99230376762785	5.41424846160193
Ppp6c	5.99340322386654	5.39905141420548
Eipr1	6.00400847807888	NA
Slk	6.00653697839463	5.55760613335046
Cdc42bpb	6.0173190126102	5.36093726891682
Grin2b	6.0238603260936	NA
Fermt2	6.0241637290373	4.80826266953993
Ddx1	6.0261336758819	8.75962779862479
Pdcd10	6.02809487321043	6.33587660572216
Trappc10	6.03980699870431	5.05008266895789
Macf1	6.04263323870347	5.07270455572116
Rab30	6.04984745908479	4.74744479582101
Hacd3	6.05156322051302	7.26461421277677
Pak3	6.06229015973574	NA
Specc1	6.06594580873428	3.03149164619939
Anp32a	6.07159245319171	10.5475155548183
Cds2	6.07214427389254	7.85994289510824
Ppp2r1a	6.07267727941618	5.32434282103397
Psmd6	6.07452284918163	6.28837193165736
Ppa1	6.07580677849074	6.07349347210493
Rptor	6.0768066691353	5.57470598176559
Cct7	6.0769054969822	6.85962473577997
Cul3	6.0796098086357	4.98886168156845
Eif3j1	6.08477950401388	5.92967497448084
Uba6	6.0870935679941	7.79230737221003
Hspa8	6.09029535578199	6.1891062580444
Rgs14	6.09314704752236	NA
Ist1	6.09833592613581	4.64887730845501
Ewsr1	6.10737771564874	10.7586403845181
Actr1a	6.10850559194428	6.86248508217685
Dnaja4	6.11227447186803	3.24476111396398
Tiprl	6.11328183634756	6.17596170623907
Zfyve1	6.11792332799652	6.84523238896475
Cul4b	6.11901311275386	6.17519714807281
Sf3b3	6.11913024474603	8.09223626576303
Nudt16	6.12577791317116	NA
Dip2b	6.12642753059088	6.72385134829563
Fgf12	6.13998352606699	8.10074660008239
Tmed9	6.14259057183262	6.79826635049145
Pik3r4	6.14733706901792	6.85383010416639
Katnal1	6.15000572304757	4.61080470833414
Trnt1	6.15344405729826	10.2972419295322
Myo1b	6.1541957271228	5.99819777812655
Ahsa1	6.15609407650536	5.69059058193147
Dynll1	6.16234782267058	9.52976630556878
Strn	6.18544809999872	5.15219867680112
Tsc1	6.19404538992726	NA
Nap1l4	6.19515136916	6.22668271832769
Farp1	6.20195745141703	6.60405249164974
Snph	6.20271424790298	8.86218782184831
Sae1	6.20920746177654	12.6153020154458
Ppp1ca	6.21056030583714	4.86669490692874
Fam169a	6.21071795562626	9.43174392860734
Mars	6.21214985223962	6.40332928000089
Rapgef2	6.21863426374339	NA
Trappc6b	6.22550749394177	7.01931222064565
Nos1	6.24066320045294	5.17298424364278
Tardbp	6.24284398975965	8.27185751488186
Cse1l	6.24808986475003	7.07405403426162
Mrpl48	6.25834886564558	NA
Exoc3	6.26299601514652	5.36683584664332
FAM120A	6.26492690457362	5.72178930612108
Ptms	6.2654772254711	13.8920292884149
Eif3e	6.26677938828718	5.88676009759811
Gga3	6.27351650338576	5.4173576361102
Hnrnpll	6.28531226988912	9.27547792232593
Ermn	6.28573155077793	6.01159382117201
Ddx39b	6.28770450288664	10.1377639973507
Stim1	6.28878509630221	7.27722486090874
Flna	6.28912432806247	6.17530992683604
Ttc19	6.29845523908256	NA
Armc6	6.30922140873454	7.92531264890418
Anxa6	6.30926670771906	8.06211314696485
Dtna	6.31282273745453	6.49130864712189
Get4	6.31343690800951	NA
Cct6a	6.31561649250515	6.82338535025694
Cep170	6.31762563480963	6.59681267357545
Psmd7	6.32123266424388	6.29261783125051
Acadsb	6.32155354062294	5.66152012422911
Pea15	6.32198712954786	4.99865409468132
Crkl	6.32332439531727	5.90262611991297
Diaph1	6.33578807928966	7.83911230937096
Mras	6.34376715775183	6.44570444379723
Metap2	6.34848584311433	3.64964899940386
Pitpnm1	6.34850679323998	6.26352469863042
Map2k4	6.34976769171903	6.83421898555827
Hebp1	6.36095734177273	NA
Brinp1	6.36167265641898	NA
Wnk2	6.36399321733676	4.98077365452467
Map2	6.37497050689537	4.87368884318939
Gripap1	6.40332708490193	5.72227993506534
Plpp3	6.40499937908472	4.91576756925257
Mydgf	6.40606402200604	7.10766109311051
Ppp1cb	6.41330593844157	5.17187869579153
Tln1	6.41889103974016	5.59564451279268
Hpcal1	6.42153025178389	7.02476863468565
Kif21a	6.42726094590891	6.01675666026238
Tcp1	6.42851688602864	7.2267963623453
Ergic1	6.43036072750574	7.38992873872608
Tpd52l2	6.43326477277236	8.3056111941436
Ptk2	6.43438644581826	NA
Acsl6	6.43511740644989	7.17394250681736
Oscp1	6.43731848202437	NA
Msn	6.44543690373695	7.58041357489377
Mrps6	6.44671559710635	NA
Nampt	6.44733558370359	6.41060353159867
Vapb	6.44793551645267	7.15521171129562
Pip4k2c	6.44930782211756	NA
Psmd14	6.44937448753942	5.7956108324927
Psmd12	6.45469335180953	6.62794674736259
Itgav	6.45760956434461	5.27499325499848
Slc35f3	6.45805053048004	8.33499043147014
Anxa2	6.46485614199952	6.56635990526198
Elfn2	6.46948404286746	NA
Rdx	6.47224815625184	5.93001047903434
Psmc4	6.4825041122715	5.35553092464819
Sec23a	6.48488470519631	7.75225447676433
Prkcb	6.49668244823453	8.97172663220023
Isyna1	6.49713670348882	5.26066698521182
Pdcd6ip	6.49725616430857	6.35241384986671
Prkcg	6.49730959050058	8.09826582074524
Ube2m	6.50076659221114	5.93371833275084
Vbp1	6.51086300021927	7.08983556217078
Psmd13	6.51200000620926	6.05019015657368
Vps53	6.51513332870737	6.87271204335729
Aldoa	6.51760745452042	6.4308569306005
Ncstn	6.5188403418271	NA
Acot7	6.51912418087229	7.0127505273497
Eif3b	6.52402446160886	7.43798801048807
Prkca	6.52649403351827	8.99282596319112
Scamp1	6.52965773696052	6.6593583765105
Gart	6.53255978388088	7.45277810142208
Nlgn3	6.5360182424481	5.74724444824538
Afdn	6.53635157116654	5.39328178051077
Mark3	6.54026072166701	5.63079918518127
Vapa	6.5420374334344	7.09560835987249
Trappc4	6.54210524641625	7.60155156130008
Bag5	6.54792068099848	6.9483866233242
Cit	6.55758685515027	8.9606616477625
Usp14	6.55937846366734	6.57209044448749
St13	6.56332874721122	6.53965547378138
Usp7	6.56461081412666	6.138008692338
Trappc11	6.56705227109375	5.560974764295
Esyt2	6.56734345477711	8.42959392527073
Psme1	6.57342196978525	6.76723315348853
Tanc2	6.57745161593257	NA
Ptprd	6.57984040631884	4.18392084713933
Rab14	6.5876548431442	5.96334917375141
Gfm1	6.59303693380846	4.09302898405359
Sec22b	6.5985415618287	10.3758560545921
Gnl1	6.60219206952411	6.82374259198032
Rsu1	6.61647148196978	5.80295077371341
Psd3	6.61694151884308	7.58819996992427
Ctnnd1	6.62206329261581	3.45026459348547
Srsf4	6.6230988278587	9.12304055772388
Dlgap4	6.63079170569934	6.74187688045502
Tsn	6.63458339062554	9.24713052986331
Trappc3	6.63576027797966	6.23158663607472
Mark2	6.64407408868009	9.20613005664519
Uggt1	6.64471933019736	7.45051251726962
Dmtn	6.6453787252916	NA
Map3k5	6.64744465143328	NA
Pepd	6.65504490720978	6.37341392256802
Anxa7	6.66411743936844	7.49450885334892
Lrrc7	6.66485755743833	NA
Srgap3	6.6691529248395	5.90360350829596
Ppp1r9b	6.67559980796762	5.41948799774329
Hnrnpm	6.68004719980144	8.51836578501694
Kars	6.69298462524613	6.45178956417042
Psmb6	6.70195693519756	5.49164534026634
Clic4	6.7051933831153	5.8199196581277
Brsk2	6.71214177904651	7.07442806626058
Hspa2	6.71942717994273	6.43798321941944
Prkcsh	6.72628603301851	7.68836128453939
Nono	6.7304996872341	13.2846134852643
Myh14	6.73834655992107	7.23082891942229
Pef1	6.74196103980716	7.10183680047131
Ehd4	6.75334751181095	7.63393344746334
Ctnnb1	6.76332801869688	5.24953296364612
Ptges3	6.76358862190735	6.44238916432838
Cct2	6.76442306259411	7.69096104545562
Fkbp2	6.77078394382201	8.09040005369162
Vps33b	6.77156466865689	NA
Vcp	6.78171564165175	6.86402175550306
NA	6.78486221812369	NA
Snx12	6.78721419890954	6.51817757239653
Fmnl2	6.78963731882721	6.76005296538715
Ranbp9	6.79581040136667	NA
Hmgb1	6.80352795696281	20.846311728143
Rab5c	6.80509230899758	5.95667795616751
Cpne4	6.8062374634289	NA
Uso1	6.80851706506622	6.50570559464504
Sms	6.81312208645942	10.4667638584461
Csnk2a1	6.82024117637795	6.16825946724509
Myl6b	6.82579808134214	7.40448108342658
Csrp1	6.82757448917211	7.0517737111164696
Eif4b	6.8280953189381	7.01304674093614
Pithd1	6.83260009123702	6.9624298678025
Commd4	6.84312448798849	8.903456287544
Ube2l3	6.84958909361411	7.2578583640071
Ptpra	6.85340638082921	7.44597353364101
Ryr2	6.85622836014569	7.22643244645086
Eef1e1	6.85911490787638	7.78845714897063
Gatd1	6.87519628742376	7.73467399622549
Calb1	6.87987960805263	8.03061084023935
Ppid	6.88558652342964	7.755675062603
Dusp3	6.88602509148049	7.64982153403687
Tspan7	6.88693231511121	NA
Brcc3	6.89801436234472	6.24997488999209
Rph3a	6.89860649885881	7.05411138336745
Braf	6.9082567822533	3.85127813411827
Slc6a17	6.91596456833358	6.56693253643839
Snu13	6.92337603874825	8.44473770163343
Rab3gap1	6.93031738523664	5.42552154366957
Oxr1	6.93060049344962	6.18769649535281
Nt5dc3	6.9379822616546996	6.21978138337079
Osbpl2	6.93926831125953	NA
Uba3	6.94322591423637	8.46158529161553
Rock2	6.94443658772194	6.78478805591235
Nfu1	6.94874279448896	7.87416343769175
Tmem30a	6.95579151474122	7.08252163258854
Nsfl1c	6.95770395204342	7.46093596795033
Cct5	6.98350755278393	7.52889612461724
Ruvbl2	6.98880982657271	9.55198480668299
Stx7	6.98997233835097	6.4656066848617
Cpne5	6.99052459134908	NA
Ganab	6.99309678706398	7.65271995571836
Cfl1	6.99571243113688	8.07874240714548
Tagln2	7.00582238991748	5.70754371890895
Ezr	7.00685060191741	4.07480066307402
Ddost	7.00789434944611	7.20082324810425
Grm5	7.00797452033428	NA
Sec13	7.02604402537601	12.2541937993838
Madd	7.02714442494988	5.3647184669471
Rabggta	7.03522621769167	7.42945620378118
Hnrnpa1	7.03829198909249	10.4444987721483
Capn1	7.04022883842417	8.59332291958141
Vps45	7.0415182234257	7.34842375521357
Exoc2	7.05185065305459	6.44566608002669
Pak1	7.05471701699669	6.55357345999923
Hdac6	7.05591252554632	NA
Nmt2	7.05928589275102	4.14772923559936
Gja1	7.07002190349697	15.2776019253532
Rab2a	7.07378151171591	6.69138516909865
Vps50	7.07668405262033	6.3209602087754
Myo18a	7.08579975139089	6.57287204953499
Vps13c	7.09991973913415	6.09376018961389
Nrcam	7.10122678191345	7.51568899146031
Vps51	7.11267390583881	6.69962820493362
Trip12	7.11365374947071	13.0910856283269
Mapre2	7.11815447883975	5.7508921602814
Nomo1	7.12503027927853	6.56925899815699
Epn2	7.12851167595426	5.76536965051518
Paip1	7.14991523576029	4.54793902270445
Uchl1	7.15080133735279	9.52317055657322
Fdps	7.15398399618134	8.5974151170398
Wdr77	7.16951280261445	8.04472049058535
Arf5	7.17040383299443	7.49700924131476
Dag1	7.17937306883932	8.63673933282624
Eprs	7.18100822849226	7.176661024071
Cplx1	7.18250962608823	7.98027632482695
Elmod1	7.18458583588617	8.20112409059334
Glrx3	7.18529730651054	6.83983785883292
Iqgap2	7.20209451566564	NA
Rab5a	7.20815664229274	6.47705475377106
Acot11	7.20894169209039	7.58109544357564
Fundc2	7.21358525600744	7.61713411388795
Otub1	7.21752056076539	7.56743070083032
Exoc7	7.22770286959464	6.70996515621817
Prkacb	7.22771064917598	5.65032870887431
Iqsec2	7.25069768686336	5.90489410352955
Ppp1cc	7.25223483779231	4.84027232455772
Pcyox1l	7.2566291588796	7.74892828172953
Ppp2cb	7.25794247122007	6.03730237070067
Nrbp2	7.2580483470287	7.61766785924202
Cdh2	7.26871971452035	6.05353569258425
Lsm12	7.26875007066573	7.09145177878929
Stxbp5l	7.27702250316924	7.69053734571643
Gabbr1	7.28496019796391	7.7261098267618
Ankrd28	7.28604866184426	NA
Mrps23	7.28766833821957	7.66351518537579
Agap2	7.30723330608559	NA
Nlgn2	7.30786819878443	10.3346692520035
Prkcd	7.30887931311349	3.55767120035456
Gabbr2	7.32098205050009	9.25086226440702
Armc1	7.3212007293261	9.13152006960293
Vta1	7.32158562757399	7.84680599585553
Bola2	7.32434942336099	7.63457857852378
Asna1	7.32791168240428	8.07700206772828
Map2k1	7.33090055168716	6.91016942161327
Ywhag	7.34245879902318	8.38009297856197
Lrpprc	7.34530185362421	6.54158378229878
Apex1	7.35157988511276	31.6693154152974
Exoc1	7.37816082915897	6.80710733444923
Vwa5a	7.3793409887979	5.88910860118297
Vps26b	7.38242329722717	6.83657222684317
Sfn	7.38495035883782	7.46748751105753
Cacnb3	7.38707007923453	NA
Frrs1l	7.38994438597838	5.4556289929675
Vps4a	7.39075175750887	6.71490047672347
Gdpd1	7.40000202200104	9.09897457131799
Stxbp5	7.41288174756499	9.22169068555789
Mcts1	7.4135544301134	12.2047632150954
Xpo7	7.41362159670695	7.17510006320087
Exoc4	7.41557116142409	6.62338619222952
Map2k2	7.42080694458631	8.9731897232213
Plaa	7.42427595922101	7.34598300232262
Camk2b	7.42444736883705	7.62377441538635
Strip2	7.42716711207382	3.6681950098904
Arl2	7.43124728799634	8.20282076474211
Grpel1	7.43410936970901	6.71994977323197
Cul2	7.43564123303579	7.018700798325
Stam	7.43655089720196	6.21703800270898
Tktl1	7.4409594579317	9.58782260310505
Mrps27	7.44225338879274	8.79710977237754
Cct3	7.45483977424933	7.96323900278626
Clint1	7.4641369580507	5.57410429094755
Npm1	7.4665706634614	11.9092044977195
Eea1	7.47975226927179	7.31357170135186
Mtch1	7.4806188241922	6.7628889151811
Ephb2	7.48301636757703	10.7716219428888
Mark1	7.48423498236091	5.79621065618022
Gga1	7.48460743500721	8.43561565197163
Kalrn	7.49127784249169	8.66140265021016
Trio	7.49209427705113	7.05745873571028
Brsk1	7.4960373964822	8.10453885190789
Gas7	7.49653647965909	10.0913959326276
Lrrc40	7.5007480011273	8.14468710671903
Atcay	7.50594293532038	7.94760947452701
Rpl24	7.5123193280513	7.31175060941702
Cacnb4	7.51771176951472	8.26674588342039
Vps29	7.52737140582319	7.39696564543119
Psma6	7.52797117730354	7.22702019619122
Camk2g	7.53540049977374	7.3070184381414
Exoc6b	7.53992027729843	6.31528403487211
Hip1r	7.54581132126939	7.15648508217245
Tagln	7.55001558821047	7.57477079770734
Stip1	7.56980077907918	7.8790650382704
Cct4	7.57163215513077	8.90392806790767
Ndrg1	7.57296149142011	5.95821431443684
Psmb4	7.57560448291328	7.99515235931691
Cttnbp2	7.57790987320752	7.47860892628902
Kcnab2	7.58168786602716	11.0023460928358
Nudt3	7.58366568039759	8.74798692886317
Gldc	7.58382310817377	21.3054842066152
Dclk1	7.58480069592816	7.29453620161496
Magi2	7.59717394904051	10.1683142974211
Rab5b	7.59758549547989	6.83008918299437
Aimp2	7.60150935111941	7.97623274149508
Cdc42bpa	7.60376712953355	4.83301920159433
Guk1	7.60966714416027	10.2512176508804
Eef1d	7.61227179889813	6.49371055051271
Psma1	7.61553439431724	7.54876817183156
Cops7a	7.61616727735048	8.23223698070096
Akr1e2	7.61634890103124	12.0570675574948
Fnbp1	7.62335691682034	6.88478405099992
Ptpn11	7.62888548377147	6.87552665502136
Appl1	7.62938036001701	7.54952885062743
Atg7	7.63964393034751	8.07499043285081
Trim2	7.64503441932321	6.77742943318845
Map2k6	7.64765419066375	NA
Gdi2	7.6528832251569	8.56496301993875
Rack1	7.66465651556564	7.76643091516327
Pspc1	7.6677439484532	10.698120572498
Vps26a	7.67731265348036	6.99391015756337
Scrn1	7.67824974866649	8.23238851924751
Ppp1r21	7.68298306063678	6.50118076024363
Plpbp	7.68316823606728	9.02708545485758
Spata5	7.6878781434774	6.79976919803623
Hspa4l	7.68907767276483	7.15920175715768
Psma5	7.69033608624153	7.81231358792783
Snrpb	7.69250334462401	10.6912862892644
Enah	7.69489626807523	NA
Rars	7.69780718867874	8.57501655269852
Slc27a4	7.70208700515912	7.6942314481553
Asphd2	7.70954551027414	NA
Atp6v1g1	7.72021583429092	7.42372053458315
Atox1	7.72228932790351	8.20867325599498
Commd7	7.73476694291598	10.9233122182983
Strn3	7.74306273344604	6.05059966822321
Idi1	7.74471746076238	7.97458826048959
Psmb5	7.7459236380766	7.79857795128006
Pin1	7.75300372992246	8.57295746127842
Cul5	7.75501979613587	7.01167798950289
Ociad2	7.75517983705345	7.18559993158518
Ube2v1	7.75539242013217	8.24861418908957
Zc2hc1a	7.7601789571761	5.76323808287679
Ywhab	7.76523487454576	8.39835846944458
Myh10	7.76873213517718	8.70260815942213
Exoc8	7.76895513802698	7.24805517454149
Rbm14	7.77903946376876	10.6401864112282
Rps27	7.7836118566826	7.5787670020311
Endod1	7.7870495457618	7.18052602536053
Psmb7	7.78718189510755	7.56375044084119
Cntn4	7.79039269572409	NA
Prkag1	7.79659201729799	6.78908628848446
Aak1	7.80915000883767	6.10322952556089
Nedd8	7.812522399303	7.74979783771651
Fbxo2	7.82586753533225	9.75879052573109
Snrpd3	7.82799864878919	11.986139391589
Hspa4	7.83485632396194	7.3389127061361
Slc4a10	7.8672497998227	9.41262174474273
Ubxn6	7.87313998505119	6.75556960816092
Gria1	7.8759293104292	5.87731929749157
Mut	7.88090649098478	6.80195841260838
Gps1	7.88192796755981	8.0550049646144
Cdk5	7.89049401847786	7.97583650617635
Osbp	7.89184368173691	6.84164593139475
Stk32c	7.90230824434081	NA
Adk	7.9029061331208	8.57936371737789
Acsl1	7.91540916790127	7.43583529286791
Usp5	7.91668576366447	8.11835985238122
Psma7	7.92377680252746	7.62363852922935
Arf3	7.93024559049846	9.06941463273376
Nrxn3	7.9310125956345	7.35553611844138
Psmb3	7.93725443905471	8.62627411327505
Camk2a	7.94216739619422	9.22813911113604
Htt	7.94284095641997	6.61969357117855
Pclo	7.95093771721801	7.33018924165962
Rtcb	7.95898855755995	10.0401721810562
RTRAF	7.9605325571618	10.5456678554823
Bank1	7.96468002923216	NA
Ppm1e	7.96533063846254	11.302766163679
Chid1	7.96961896528666	10.0685512407731
Dars	7.9756289321545	8.15477338553898
Aldh3a2	7.99260024904309	8.23415201205821
Slc4a7	7.99525596183815	9.77219502956101
Rbmxl1	7.9998384156433	12.8513623985887
Ptrh2	8.01514299316698	9.29523095909656
Mapk3	8.0216503292202	9.38644052643678
Rab1b	8.02288144609856	8.028825140957
NA	8.02454003861793	NA
Vps35	8.04539587384329	8.58592712054033
Arhgef7	8.04853918221545	6.43979458561566
Ctnnd2	8.05698444822214	6.89594976813148
Tmpo	8.05746322805147	15.3029661354105
Prmt5	8.05803485012975	8.96419738003138
Acap2	8.05968470927259	6.89121655947199
Psma2	8.06322887829851	7.46453497599198
Slc12a6	8.06388262901892	7.26161303055635
Prune1	8.06651388708614	7.09960845036447
Picalm	8.06708242463697	6.16415298443875
Rab3b	8.07074863192753	7.12568100872946
Ppp3r1	8.07300608128962	8.7548738949998
Ap3m2	8.07441570303073	7.70007866146799
Hgs	8.0769193542036	6.50273123398165
Dnm3	8.07936136975627	5.81070451355038
NA	8.08277391763287	8.35263123624447
Cap2	8.08546436149134	8.52013513434074
Eml4	8.08828404203795	NA
Psma4	8.09782833347956	7.64631052153758
Pde4d	8.10570711092044	6.07038124000796
Fn3krp	8.10668545345197	9.39250545648374
F8a1	8.10948491313339	7.91340122177176
Wasf1	8.11706046338964	7.73921049167152
Cacna1e	8.11919749932119	14.6490456440768
Ran	8.12444471275749	11.2311549994101
Gcc2	8.12579716643526	NA
Taco1	8.13743835012724	7.80415506582711
Psma3	8.13746153191053	7.84559494896077
Arl5a	8.14139331131194	7.86341329718183
Glul	8.1561358044919	7.28804736506462
Psmb1	8.15792059294843	8.14630844164031
Acad10	8.16480246785871	10.6091088671166
Kpnb1	8.18139366028667	7.92447695299851
Tesc	8.18327237181392	7.70457664621774
Nrgn	8.18923607264288	NA
Cryab	8.19000985441828	7.09779432088549
Fam98b	8.19630093719795	15.3690702435015
Flii	8.20283376518781	6.98047220041619
Adss	8.20714427827825	7.48819910721644
Acadvl	8.20902090096689	7.07754190139863
Snx1	8.21404740159483	6.2758200345351
Gclc	8.2190680478573	9.14772239018599
Napb	8.22318362087615	7.20444817488565
Gsn	8.23312747655915	8.16319730301826
Trappc12	8.23973278919263	4.8093338897135
Enoph1	8.24378522753831	8.86387446754151
Oplah	8.25261926599081	7.6591675646258
Hdgf	8.26185044263961	23.8272367719732
Dlgap2	8.26302579237508	NA
Ogt	8.27042288906321	7.14231575365584
Ppp2r2a	8.28012523623144	7.59908355938808
Cops2	8.28330908434131	8.48442942627557
Marcksl1	8.29250908507787	NA
Cryzl1	8.29403494486276	7.14991523576029
Tnik	8.29863175361776	NA
Ywhaq	8.30515995597488	8.49056485235663
Ilf2	8.31782878168377	12.8491955285742
Rdh14	8.32482681094354	13.5807464372313
Fhl1	8.32984726652613	9.47251515362712
Nckipsd	8.33324733821806	8.66544424087556
Txnrd1	8.33659671127255	9.07690196648338
Pfkp	8.33948717687819	8.48096353510084
Asap1	8.34670220613154	7.45291372096105
Aldh2	8.35848653591223	5.87881852233865
Ppp2r5e	8.36616741139687	8.16458152356065
Cntn2	8.37154129043265	8.6324724754508
Sri	8.3716752674058	9.10459882489004
Hagh	8.37684398573943	8.81338132917484
Mapre3	8.37685707494735	7.47954269018337
Fbxo41	8.3817673370021	NA
Rbp1	8.38276193490309	NA
Nup62	8.38589986031194	9.51228626703816
Tecpr1	8.3867619172966	6.58697170605965
Ampd2	8.38749892082822	9.23104309814736
Cplx2	8.39192931649568	9.2593539421897
Rab11fip2	8.39661016844994	NA
Dtd1	8.40828319731799	10.5746537094091
Rab31	8.40872350581621	7.40398424818439
Lars	8.41049061766591	7.87806169496398
Atp6v1c1	8.4128396801728	8.03223948290821
Vps25	8.42060628026074	7.48804457112528
Prrt3	8.42353746340221	NA
Camkv	8.42651653243607	NA
Numbl	8.42987395669396	NA
Ap1g1	8.43083433234206	7.26498647725428
Gmpr	8.43561572100171	9.02134785608625
Twf2	8.43708034014655	8.34780608148112
Mgll	8.44255830019906	13.9664595421925
Top2a	8.44623609436052	10.7851853812558
Eef1b	8.44752316169974	8.71090407262043
Kiaa0513	8.45231238078812	6.09347758796563
Aprt	8.45490116812502	9.69231391956225
Alcam	8.45571181287618	6.15270789217661
Ppia	8.46003796277521	10.7465183330339
Stk39	8.46075732851604	8.05811598329755
Dcun1d1	8.46334145238802	9.02851244254542
Pfn2	8.47506201662277	9.71423149973712
Plcl1	8.47943379540802	7.26952372019442
Fam177a1	8.48201344828107	7.58368641786554
Ube2n	8.49090698817005	9.25657362679739
Prpsap2	8.4964747039941	6.85110213767401
Rab39b	8.50075538560501	8.49114374090819
Psmb2	8.50207260624506	8.45720058332732
Acly	8.50265322481095	7.76879056284275
Mob4	8.51160909323869	10.1469513176432
Csnk2b	8.51579946884517	8.72107594939024
Gdi1	8.51927521217535	8.64405815482731
Ppp2r5a	8.52089674830819	5.21394296394603
Cops5	8.53416064237587	8.27376486629298
Crip2	8.53895994593945	6.7678960902332
Fbxo18	8.56281494355034	NA
Crk	8.56732607943853	8.88631601608919
Gria2	8.58464529119147	11.8511094965609
C2cd2l	8.58491976119761	9.85599854873092
Nf1	8.58527356443861	9.4334887413213
Cav1	8.58527733018227	8.32183926719617
Scn2b	8.59096911561709	8.68861079827314
Capns1	8.61179145967859	9.1149880347077
Rab22a	8.61458960910969	8.3659556153372
Pfkl	8.61474800456	7.82063979435084
Ppp3ca	8.61865413916854	8.30276082606173
Atp6ap2	8.62843484250876	4.41728317322571
L1cam	8.63278286075673	7.92153681333549
Pacsin2	8.64756361237896	6.02861743156594
